"Notes"	"Residence State"	"Residence State Code"	"Residence County"	"Residence County Code"	"Year"	"Year Code"	"Five-Year Age Groups"	"Five-Year Age Groups Code"	Deaths	Population	Crude Rate	Crude Rate Lower 95% Confidence Interval	Crude Rate Upper 95% Confidence Interval	Crude Rate Standard Error	% of Total Deaths
	"Idaho"	"16"	"Boundary County, ID"	"16021"	"2024 (provisional and partial)"	"2024"	"70-74 years"	"70-74"	20	842	2375.3	1450.9	3668.5	531.1	0.0%
	"Idaho"	"16"	"Boundary County, ID"	"16021"	"2024 (provisional and partial)"	"2024"	"75-79 years"	"75-79"	18	563	Unreliable	1894.8	5052.9	753.6	0.0%
	"Idaho"	"16"	"Boundary County, ID"	"16021"	"2024 (provisional and partial)"	"2024"	"80-84 years"	"80-84"	16	346	Unreliable	2643.2	7509.5	1156.1	0.0%
	"Idaho"	"16"	"Boundary County, ID"	"16021"	"2024 (provisional and partial)"	"2024"	"85-89 years"	"85-89"	13	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"Idaho"	"16"	"Boundary County, ID"	"16021"	"2024 (provisional and partial)"	"2024"	"90-94 years"	"90-94"	11	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"Idaho"	"16"	"Boundary County, ID"	"16021"	"2024 (provisional and partial)"	"2024"	"95-99 years"	"95-99"	Suppressed	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Suppressed
	"Idaho"	"16"	"Boundary County, ID"	"16021"	"2024 (provisional and partial)"	"2024"	"100+ years"	"100+"	0	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"Idaho"	"16"	"Boundary County, ID"	"16021"	"2024 (provisional and partial)"	"2024"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"Idaho"	"16"	"Butte County, ID"	"16023"	"2018"	"2018"	"< 1 year"	"1"	0	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"Idaho"	"16"	"Butte County, ID"	"16023"	"2018"	"2018"	"1-4 years"	"1-4"	0	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"Idaho"	"16"	"Butte County, ID"	"16023"	"2018"	"2018"	"5-9 years"	"5-9"	0	178	Unreliable	0.0	0.0	0.0	0.0%
	"Idaho"	"16"	"Butte County, ID"	"16023"	"2018"	"2018"	"10-14 years"	"10-14"	0	192	Unreliable	0.0	0.0	0.0	0.0%
	"Idaho"	"16"	"Butte County, ID"	"16023"	"2018"	"2018"	"15-19 years"	"15-19"	0	167	Unreliable	0.0	0.0	0.0	0.0%
	"Idaho"	"16"	"Butte County, ID"	"16023"	"2018"	"2018"	"20-24 years"	"20-24"	0	132	Unreliable	0.0	0.0	0.0	0.0%
	"Idaho"	"16"	"Butte County, ID"	"16023"	"2018"	"2018"	"25-29 years"	"25-29"	0	112	Unreliable	0.0	0.0	0.0	0.0%
	"Idaho"	"16"	"Butte County, ID"	"16023"	"2018"	"2018"	"30-34 years"	"30-34"	0	114	Unreliable	0.0	0.0	0.0	0.0%
	"Idaho"	"16"	"Butte County, ID"	"16023"	"2018"	"2018"	"35-39 years"	"35-39"	Suppressed	139	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Butte County, ID"	"16023"	"2018"	"2018"	"40-44 years"	"40-44"	0	133	Unreliable	0.0	0.0	0.0	0.0%
	"Idaho"	"16"	"Butte County, ID"	"16023"	"2018"	"2018"	"45-49 years"	"45-49"	Suppressed	133	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Butte County, ID"	"16023"	"2018"	"2018"	"50-54 years"	"50-54"	Suppressed	128	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Butte County, ID"	"16023"	"2018"	"2018"	"55-59 years"	"55-59"	Suppressed	196	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Butte County, ID"	"16023"	"2018"	"2018"	"60-64 years "	"60-64"	Suppressed	232	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Butte County, ID"	"16023"	"2018"	"2018"	"65-69 years"	"65-69"	Suppressed	189	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Butte County, ID"	"16023"	"2018"	"2018"	"70-74 years"	"70-74"	Suppressed	159	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Butte County, ID"	"16023"	"2018"	"2018"	"75-79 years"	"75-79"	Suppressed	121	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Butte County, ID"	"16023"	"2018"	"2018"	"80-84 years"	"80-84"	Suppressed	72	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Butte County, ID"	"16023"	"2018"	"2018"	"85-89 years"	"85-89"	Suppressed	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Suppressed
	"Idaho"	"16"	"Butte County, ID"	"16023"	"2018"	"2018"	"90-94 years"	"90-94"	Suppressed	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Suppressed
	"Idaho"	"16"	"Butte County, ID"	"16023"	"2018"	"2018"	"95-99 years"	"95-99"	0	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"Idaho"	"16"	"Butte County, ID"	"16023"	"2018"	"2018"	"100+ years"	"100+"	Suppressed	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Suppressed
	"Idaho"	"16"	"Butte County, ID"	"16023"	"2018"	"2018"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"Idaho"	"16"	"Butte County, ID"	"16023"	"2019"	"2019"	"< 1 year"	"1"	0	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"Idaho"	"16"	"Butte County, ID"	"16023"	"2019"	"2019"	"1-4 years"	"1-4"	0	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"Idaho"	"16"	"Butte County, ID"	"16023"	"2019"	"2019"	"5-9 years"	"5-9"	0	163	Unreliable	0.0	0.0	0.0	0.0%
	"Idaho"	"16"	"Butte County, ID"	"16023"	"2019"	"2019"	"10-14 years"	"10-14"	0	200	Unreliable	0.0	0.0	0.0	0.0%
	"Idaho"	"16"	"Butte County, ID"	"16023"	"2019"	"2019"	"15-19 years"	"15-19"	0	170	Unreliable	0.0	0.0	0.0	0.0%
	"Idaho"	"16"	"Butte County, ID"	"16023"	"2019"	"2019"	"20-24 years"	"20-24"	0	135	Unreliable	0.0	0.0	0.0	0.0%
	"Idaho"	"16"	"Butte County, ID"	"16023"	"2019"	"2019"	"25-29 years"	"25-29"	0	110	Unreliable	0.0	0.0	0.0	0.0%
	"Idaho"	"16"	"Butte County, ID"	"16023"	"2019"	"2019"	"30-34 years"	"30-34"	0	121	Unreliable	0.0	0.0	0.0	0.0%
	"Idaho"	"16"	"Butte County, ID"	"16023"	"2019"	"2019"	"35-39 years"	"35-39"	Suppressed	130	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Butte County, ID"	"16023"	"2019"	"2019"	"40-44 years"	"40-44"	0	141	Unreliable	0.0	0.0	0.0	0.0%
	"Idaho"	"16"	"Butte County, ID"	"16023"	"2019"	"2019"	"45-49 years"	"45-49"	0	136	Unreliable	0.0	0.0	0.0	0.0%
	"Idaho"	"16"	"Butte County, ID"	"16023"	"2019"	"2019"	"50-54 years"	"50-54"	0	118	Unreliable	0.0	0.0	0.0	0.0%
	"Idaho"	"16"	"Butte County, ID"	"16023"	"2019"	"2019"	"55-59 years"	"55-59"	Suppressed	194	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Butte County, ID"	"16023"	"2019"	"2019"	"60-64 years "	"60-64"	Suppressed	218	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Butte County, ID"	"16023"	"2019"	"2019"	"65-69 years"	"65-69"	Suppressed	195	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Butte County, ID"	"16023"	"2019"	"2019"	"70-74 years"	"70-74"	Suppressed	164	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Butte County, ID"	"16023"	"2019"	"2019"	"75-79 years"	"75-79"	Suppressed	114	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Butte County, ID"	"16023"	"2019"	"2019"	"80-84 years"	"80-84"	Suppressed	72	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Butte County, ID"	"16023"	"2019"	"2019"	"85-89 years"	"85-89"	Suppressed	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Suppressed
	"Idaho"	"16"	"Butte County, ID"	"16023"	"2019"	"2019"	"90-94 years"	"90-94"	Suppressed	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Suppressed
	"Idaho"	"16"	"Butte County, ID"	"16023"	"2019"	"2019"	"95-99 years"	"95-99"	0	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"Idaho"	"16"	"Butte County, ID"	"16023"	"2019"	"2019"	"100+ years"	"100+"	0	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"Idaho"	"16"	"Butte County, ID"	"16023"	"2019"	"2019"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"Idaho"	"16"	"Butte County, ID"	"16023"	"2020"	"2020"	"< 1 year"	"1"	Suppressed	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Suppressed
	"Idaho"	"16"	"Butte County, ID"	"16023"	"2020"	"2020"	"1-4 years"	"1-4"	0	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"Idaho"	"16"	"Butte County, ID"	"16023"	"2020"	"2020"	"5-9 years"	"5-9"	0	167	Unreliable	0.0	0.0	0.0	0.0%
	"Idaho"	"16"	"Butte County, ID"	"16023"	"2020"	"2020"	"10-14 years"	"10-14"	0	197	Unreliable	0.0	0.0	0.0	0.0%
	"Idaho"	"16"	"Butte County, ID"	"16023"	"2020"	"2020"	"15-19 years"	"15-19"	0	177	Unreliable	0.0	0.0	0.0	0.0%
	"Idaho"	"16"	"Butte County, ID"	"16023"	"2020"	"2020"	"20-24 years"	"20-24"	0	128	Unreliable	0.0	0.0	0.0	0.0%
	"Idaho"	"16"	"Butte County, ID"	"16023"	"2020"	"2020"	"25-29 years"	"25-29"	0	116	Unreliable	0.0	0.0	0.0	0.0%
	"Idaho"	"16"	"Butte County, ID"	"16023"	"2020"	"2020"	"30-34 years"	"30-34"	0	128	Unreliable	0.0	0.0	0.0	0.0%
	"Idaho"	"16"	"Butte County, ID"	"16023"	"2020"	"2020"	"35-39 years"	"35-39"	0	133	Unreliable	0.0	0.0	0.0	0.0%
	"Idaho"	"16"	"Butte County, ID"	"16023"	"2020"	"2020"	"40-44 years"	"40-44"	0	155	Unreliable	0.0	0.0	0.0	0.0%
	"Idaho"	"16"	"Butte County, ID"	"16023"	"2020"	"2020"	"45-49 years"	"45-49"	0	124	Unreliable	0.0	0.0	0.0	0.0%
	"Idaho"	"16"	"Butte County, ID"	"16023"	"2020"	"2020"	"50-54 years"	"50-54"	Suppressed	124	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Butte County, ID"	"16023"	"2020"	"2020"	"55-59 years"	"55-59"	Suppressed	173	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Butte County, ID"	"16023"	"2020"	"2020"	"60-64 years "	"60-64"	Suppressed	219	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Butte County, ID"	"16023"	"2020"	"2020"	"65-69 years"	"65-69"	Suppressed	211	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Butte County, ID"	"16023"	"2020"	"2020"	"70-74 years"	"70-74"	Suppressed	185	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Butte County, ID"	"16023"	"2020"	"2020"	"75-79 years"	"75-79"	Suppressed	119	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Butte County, ID"	"16023"	"2020"	"2020"	"80-84 years"	"80-84"	Suppressed	86	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Butte County, ID"	"16023"	"2020"	"2020"	"85-89 years"	"85-89"	Suppressed	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Suppressed
	"Idaho"	"16"	"Butte County, ID"	"16023"	"2020"	"2020"	"90-94 years"	"90-94"	Suppressed	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Suppressed
	"Idaho"	"16"	"Butte County, ID"	"16023"	"2020"	"2020"	"95-99 years"	"95-99"	Suppressed	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Suppressed
	"Idaho"	"16"	"Butte County, ID"	"16023"	"2020"	"2020"	"100+ years"	"100+"	Suppressed	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Suppressed
	"Idaho"	"16"	"Butte County, ID"	"16023"	"2020"	"2020"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"Idaho"	"16"	"Butte County, ID"	"16023"	"2021"	"2021"	"< 1 year"	"1"	0	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"Idaho"	"16"	"Butte County, ID"	"16023"	"2021"	"2021"	"1-4 years"	"1-4"	0	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"Idaho"	"16"	"Butte County, ID"	"16023"	"2021"	"2021"	"5-9 years"	"5-9"	0	154	Unreliable	0.0	0.0	0.0	0.0%
	"Idaho"	"16"	"Butte County, ID"	"16023"	"2021"	"2021"	"10-14 years"	"10-14"	0	202	Unreliable	0.0	0.0	0.0	0.0%
	"Idaho"	"16"	"Butte County, ID"	"16023"	"2021"	"2021"	"15-19 years"	"15-19"	0	187	Unreliable	0.0	0.0	0.0	0.0%
	"Idaho"	"16"	"Butte County, ID"	"16023"	"2021"	"2021"	"20-24 years"	"20-24"	0	119	Unreliable	0.0	0.0	0.0	0.0%
	"Idaho"	"16"	"Butte County, ID"	"16023"	"2021"	"2021"	"25-29 years"	"25-29"	0	96	Unreliable	0.0	0.0	0.0	0.0%
	"Idaho"	"16"	"Butte County, ID"	"16023"	"2021"	"2021"	"30-34 years"	"30-34"	0	125	Unreliable	0.0	0.0	0.0	0.0%
	"Idaho"	"16"	"Butte County, ID"	"16023"	"2021"	"2021"	"35-39 years"	"35-39"	Suppressed	139	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Butte County, ID"	"16023"	"2021"	"2021"	"40-44 years"	"40-44"	Suppressed	176	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Butte County, ID"	"16023"	"2021"	"2021"	"45-49 years"	"45-49"	Suppressed	127	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Butte County, ID"	"16023"	"2021"	"2021"	"50-54 years"	"50-54"	Suppressed	139	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Butte County, ID"	"16023"	"2021"	"2021"	"55-59 years"	"55-59"	Suppressed	160	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Butte County, ID"	"16023"	"2021"	"2021"	"60-64 years "	"60-64"	Suppressed	241	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Butte County, ID"	"16023"	"2021"	"2021"	"65-69 years"	"65-69"	Suppressed	217	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Butte County, ID"	"16023"	"2021"	"2021"	"70-74 years"	"70-74"	Suppressed	187	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Butte County, ID"	"16023"	"2021"	"2021"	"75-79 years"	"75-79"	Suppressed	118	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Butte County, ID"	"16023"	"2021"	"2021"	"80-84 years"	"80-84"	Suppressed	79	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Butte County, ID"	"16023"	"2021"	"2021"	"85-89 years"	"85-89"	Suppressed	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Suppressed
	"Idaho"	"16"	"Butte County, ID"	"16023"	"2021"	"2021"	"90-94 years"	"90-94"	Suppressed	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Suppressed
	"Idaho"	"16"	"Butte County, ID"	"16023"	"2021"	"2021"	"95-99 years"	"95-99"	Suppressed	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Suppressed
	"Idaho"	"16"	"Butte County, ID"	"16023"	"2021"	"2021"	"100+ years"	"100+"	0	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"Idaho"	"16"	"Butte County, ID"	"16023"	"2021"	"2021"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"Idaho"	"16"	"Butte County, ID"	"16023"	"2022"	"2022"	"< 1 year"	"1"	0	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"Idaho"	"16"	"Butte County, ID"	"16023"	"2022"	"2022"	"1-4 years"	"1-4"	0	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"Idaho"	"16"	"Butte County, ID"	"16023"	"2022"	"2022"	"5-9 years"	"5-9"	0	143	Unreliable	0.0	0.0	0.0	0.0%
	"Idaho"	"16"	"Butte County, ID"	"16023"	"2022"	"2022"	"10-14 years"	"10-14"	0	192	Unreliable	0.0	0.0	0.0	0.0%
	"Idaho"	"16"	"Butte County, ID"	"16023"	"2022"	"2022"	"15-19 years"	"15-19"	0	179	Unreliable	0.0	0.0	0.0	0.0%
	"Idaho"	"16"	"Butte County, ID"	"16023"	"2022"	"2022"	"20-24 years"	"20-24"	0	130	Unreliable	0.0	0.0	0.0	0.0%
	"Idaho"	"16"	"Butte County, ID"	"16023"	"2022"	"2022"	"25-29 years"	"25-29"	0	101	Unreliable	0.0	0.0	0.0	0.0%
	"Idaho"	"16"	"Butte County, ID"	"16023"	"2022"	"2022"	"30-34 years"	"30-34"	Suppressed	130	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Butte County, ID"	"16023"	"2022"	"2022"	"35-39 years"	"35-39"	Suppressed	156	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Butte County, ID"	"16023"	"2022"	"2022"	"40-44 years"	"40-44"	Suppressed	162	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Butte County, ID"	"16023"	"2022"	"2022"	"45-49 years"	"45-49"	0	148	Unreliable	0.0	0.0	0.0	0.0%
	"Idaho"	"16"	"Butte County, ID"	"16023"	"2022"	"2022"	"50-54 years"	"50-54"	0	144	Unreliable	0.0	0.0	0.0	0.0%
	"Idaho"	"16"	"Butte County, ID"	"16023"	"2022"	"2022"	"55-59 years"	"55-59"	Suppressed	139	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Butte County, ID"	"16023"	"2022"	"2022"	"60-64 years "	"60-64"	Suppressed	227	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Butte County, ID"	"16023"	"2022"	"2022"	"65-69 years"	"65-69"	Suppressed	227	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Butte County, ID"	"16023"	"2022"	"2022"	"70-74 years"	"70-74"	Suppressed	182	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Butte County, ID"	"16023"	"2022"	"2022"	"75-79 years"	"75-79"	Suppressed	134	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Butte County, ID"	"16023"	"2022"	"2022"	"80-84 years"	"80-84"	Suppressed	83	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Butte County, ID"	"16023"	"2022"	"2022"	"85-89 years"	"85-89"	Suppressed	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Suppressed
	"Idaho"	"16"	"Butte County, ID"	"16023"	"2022"	"2022"	"90-94 years"	"90-94"	Suppressed	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Suppressed
	"Idaho"	"16"	"Butte County, ID"	"16023"	"2022"	"2022"	"95-99 years"	"95-99"	0	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"Idaho"	"16"	"Butte County, ID"	"16023"	"2022"	"2022"	"100+ years"	"100+"	Suppressed	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Suppressed
	"Idaho"	"16"	"Butte County, ID"	"16023"	"2022"	"2022"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"Idaho"	"16"	"Butte County, ID"	"16023"	"2023 (provisional)"	"2023"	"< 1 year"	"1"	0	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"Idaho"	"16"	"Butte County, ID"	"16023"	"2023 (provisional)"	"2023"	"1-4 years"	"1-4"	0	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"Idaho"	"16"	"Butte County, ID"	"16023"	"2023 (provisional)"	"2023"	"5-9 years"	"5-9"	0	143	Unreliable	0.0	0.0	0.0	0.0%
	"Idaho"	"16"	"Butte County, ID"	"16023"	"2023 (provisional)"	"2023"	"10-14 years"	"10-14"	0	192	Unreliable	0.0	0.0	0.0	0.0%
	"Idaho"	"16"	"Butte County, ID"	"16023"	"2023 (provisional)"	"2023"	"15-19 years"	"15-19"	0	179	Unreliable	0.0	0.0	0.0	0.0%
	"Idaho"	"16"	"Butte County, ID"	"16023"	"2023 (provisional)"	"2023"	"20-24 years"	"20-24"	0	130	Unreliable	0.0	0.0	0.0	0.0%
	"Idaho"	"16"	"Butte County, ID"	"16023"	"2023 (provisional)"	"2023"	"25-29 years"	"25-29"	0	101	Unreliable	0.0	0.0	0.0	0.0%
	"Idaho"	"16"	"Butte County, ID"	"16023"	"2023 (provisional)"	"2023"	"30-34 years"	"30-34"	0	130	Unreliable	0.0	0.0	0.0	0.0%
	"Idaho"	"16"	"Butte County, ID"	"16023"	"2023 (provisional)"	"2023"	"35-39 years"	"35-39"	Suppressed	156	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Butte County, ID"	"16023"	"2023 (provisional)"	"2023"	"40-44 years"	"40-44"	Suppressed	162	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Butte County, ID"	"16023"	"2023 (provisional)"	"2023"	"45-49 years"	"45-49"	Suppressed	148	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Butte County, ID"	"16023"	"2023 (provisional)"	"2023"	"50-54 years"	"50-54"	Suppressed	144	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Butte County, ID"	"16023"	"2023 (provisional)"	"2023"	"55-59 years"	"55-59"	Suppressed	139	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Butte County, ID"	"16023"	"2023 (provisional)"	"2023"	"60-64 years "	"60-64"	Suppressed	227	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Butte County, ID"	"16023"	"2023 (provisional)"	"2023"	"65-69 years"	"65-69"	Suppressed	227	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Butte County, ID"	"16023"	"2023 (provisional)"	"2023"	"70-74 years"	"70-74"	Suppressed	182	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Butte County, ID"	"16023"	"2023 (provisional)"	"2023"	"75-79 years"	"75-79"	Suppressed	134	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Butte County, ID"	"16023"	"2023 (provisional)"	"2023"	"80-84 years"	"80-84"	Suppressed	83	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Butte County, ID"	"16023"	"2023 (provisional)"	"2023"	"85-89 years"	"85-89"	Suppressed	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Suppressed
	"Idaho"	"16"	"Butte County, ID"	"16023"	"2023 (provisional)"	"2023"	"90-94 years"	"90-94"	Suppressed	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Suppressed
	"Idaho"	"16"	"Butte County, ID"	"16023"	"2023 (provisional)"	"2023"	"95-99 years"	"95-99"	Suppressed	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Suppressed
	"Idaho"	"16"	"Butte County, ID"	"16023"	"2023 (provisional)"	"2023"	"100+ years"	"100+"	0	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"Idaho"	"16"	"Butte County, ID"	"16023"	"2023 (provisional)"	"2023"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"Idaho"	"16"	"Butte County, ID"	"16023"	"2024 (provisional and partial)"	"2024"	"< 1 year"	"1"	0	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"Idaho"	"16"	"Butte County, ID"	"16023"	"2024 (provisional and partial)"	"2024"	"1-4 years"	"1-4"	0	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"Idaho"	"16"	"Butte County, ID"	"16023"	"2024 (provisional and partial)"	"2024"	"5-9 years"	"5-9"	0	143	Unreliable	0.0	0.0	0.0	0.0%
	"Idaho"	"16"	"Butte County, ID"	"16023"	"2024 (provisional and partial)"	"2024"	"10-14 years"	"10-14"	0	192	Unreliable	0.0	0.0	0.0	0.0%
	"Idaho"	"16"	"Butte County, ID"	"16023"	"2024 (provisional and partial)"	"2024"	"15-19 years"	"15-19"	0	179	Unreliable	0.0	0.0	0.0	0.0%
	"Idaho"	"16"	"Butte County, ID"	"16023"	"2024 (provisional and partial)"	"2024"	"20-24 years"	"20-24"	0	130	Unreliable	0.0	0.0	0.0	0.0%
	"Idaho"	"16"	"Butte County, ID"	"16023"	"2024 (provisional and partial)"	"2024"	"25-29 years"	"25-29"	0	101	Unreliable	0.0	0.0	0.0	0.0%
